filename=: 1.jpg,  aircraft number=: 14 
x-pos         , y-pos         , x-pos         , y-pos         , direction
1059.85107, 420.3098, 1110.120, 420.3098, 1   
1059.66918, 362.2415, 1098.749, 359.2353, 1   
1179.93969, 361.6619, 1237.032, 362.2415, 0   
1193.90344, 311.3923, 1228.812, 311.3923, 0   
939.762573, 315.5814, 978.8611, 316.9778, 0   
1064.04028, 309.9959, 1103.138, 309.9959, 1   
822.466797, 473.3722, 854.5834, 499.9034, 1   
896.474854, 559.9476, 894.3307, 610.2492, 0   
924.392273, 563.6538, 967.6901, 610.2172, 0   
1100.34606, 537.6056, 1064.040, 539.0020, 0   
532.020142, 397.9678, 532.0201, 428.6881, 1   


filename=: 113.jpg,  aircraft number=: 32 
x-pos         , y-pos         , x-pos         , y-pos         , direction
90.764587 , 47.47686, 97.69999, 99.20307, 0   
153.601608, 173.1509, 177.3400, 194.0965, 1   
287.653931, 245.7625, 308.1307, 272.0569, 0   
351.887329, 330.9416, 382.6076, 346.3018, 1   
487.336029, 367.2474, 509.5430, 380.2784, 0   
245.001541, 461.4446, 299.1123, 499.0215, 1   
445.444672, 626.9738, 456.6156, 670.2615, 0   
754.044250, 819.6740, 779.1790, 779.1790, 0   
1072.41845, 815.4849, 1107.328, 765.2152, 0   
1078.00402, 716.3420, 1129.670, 714.9456, 1   
1322.37023, 564.1368, 1357.279, 561.3440, 1   
1251.15490, 645.1267, 1258.075, 671.8753, 1   
799.636902, 620.7707, 808.6553, 688.4092, 0   
781.971863, 423.1026, 835.0342, 420.3098, 0   
895.078491, 431.4808, 920.2132, 384.0040, 1   
984.446716, 409.1388, 1022.148, 360.2655, 1   
1036.11267, 470.5794, 1071.022, 420.3098, 1   
1115.70629, 444.0482, 1107.328, 504.0925, 0   
1118.49902, 328.1488, 1171.561, 332.3380, 0   
646.523132, 393.7786, 709.3601, 392.3822, 1   
340.716309, 896.4748, 363.0583, 929.9879, 1   
87.971832 , 222.0241, 71.21529, 199.6820, 0   
458.012085, 741.4768, 456.6156, 720.5311, 1   
719.134827, 592.0643, 695.3963, 614.4064, 0   
705.171021, 522.2454, 670.2615, 523.6418, 0   
703.774658, 458.0120, 674.4506, 458.0120, 0   
698.189148, 330.9416, 666.0724, 332.3380, 0   
807.106628, 363.0583, 830.8450, 378.4185, 0   
191.303818, 342.1126, 180.1327, 323.9597, 0   
148.016098, 237.3843, 149.4124, 213.6458, 1   
174.547287, 269.5010, 192.7001, 255.5372, 1   
799.077454, 332.3380, 825.9577, 332.3380, 0   


filename=: 114.jpg,  aircraft number=: 16 
x-pos         , y-pos         , x-pos         , y-pos         , direction
22.342052 , 309.9959, 75.40442, 350.4909, 1   
294.635803, 434.2736, 360.2655, 437.0664, 0   
337.923553, 159.1871, 384.0040, 195.4929, 0   
770.800781, 251.3480, 842.0161, 245.7625, 0   
135.448700, 893.6821, 150.8088, 917.4205, 1   
677.243469, 755.4406, 697.4276, 801.1400, 1   
891.324585, 885.3123, 977.0000, 867.2753, 0   
1087.77868, 816.8812, 1140.841, 809.8994, 1   
1122.68811, 728.9094, 1150.615, 791.7464, 1   
1234.39843, 286.2575, 1221.831, 360.2655, 0   
1281.87524, 287.6539, 1329.352, 340.7163, 0   
1005.39233, 142.4305, 1050.076, 75.40442, 1   
586.200012, 395.3092, 674.4506, 389.5895, 1   
799.636902, 542.6107, 801.1400, 607.2430, 0   
203.871231, 139.6378, 168.9617, 118.6921, 0   
377.022125, 788.9537, 343.5090, 791.7464, 0   


filename=: 115.jpg,  aircraft number=: 18 
x-pos         , y-pos         , x-pos         , y-pos         , direction
187.114685, 164.7726, 220.6277, 143.8269, 1   
242.969818, 201.0784, 249.9517, 163.3762, 1   
437.066406, 128.4667, 432.8772, 164.7726, 0   
384.004028, 358.8692, 396.8123, 395.3092, 1   
675.847107, 445.4446, 716.3420, 441.2555, 0   
844.808838, 471.9758, 872.7364, 453.8229, 1   
893.682129, 564.1368, 929.9879, 550.1730, 1   
942.555359, 656.2977, 970.4829, 640.9376, 1   
966.293762, 700.9818, 998.4104, 681.4326, 1   
980.257568, 756.8370, 1010.977, 740.0805, 1   
984.446716, 881.1146, 998.0430, 910.8646, 0   
1077.70617, 904.8522, 1097.553, 875.5291, 1   
1059.66918, 532.0892, 1096.156, 523.6418, 0   
1112.91345, 621.3883, 1150.615, 613.0100, 0   
1138.04834, 664.6760, 1171.561, 657.6941, 0   
1154.80481, 712.1528, 1192.507, 702.3782, 0   
1179.93969, 759.6297, 1219.038, 761.0261, 0   
1186.92150, 808.5030, 1220.434, 815.4849, 0   


filename=: 116.jpg,  aircraft number=: 54 
x-pos         , y-pos         , x-pos         , y-pos         , direction
148.016098, 134.0523, 142.7923, 189.3876, 1   
208.060364, 100.5392, 227.6096, 146.6197, 1   
97.746483 , 358.8692, 96.35009, 425.8953, 0   
229.006042, 378.4185, 285.5846, 404.3276, 1   
247.158951, 536.2092, 319.7706, 539.0020, 1   
249.951706, 624.1810, 335.1307, 625.5774, 1   
261.122742, 694.0000, 309.6338, 733.5015, 1   
237.384308, 766.6116, 300.2213, 769.4044, 1   
240.177063, 835.0342, 303.0140, 818.2776, 1   
462.201202, 826.6559, 484.5432, 874.1328, 0   
487.336029, 765.2152, 536.2092, 765.2152, 0   
458.012085, 735.8913, 499.9034, 713.5493, 0   
442.651917, 652.1086, 492.9215, 657.6941, 0   
474.768616, 329.5452, 518.0563, 339.3199, 0   
437.066406, 210.8531, 485.9396, 227.6096, 0   
541.794800, 40.49496, 572.6723, 66.13538, 0   
636.748474, 99.14286, 685.6217, 129.8631, 1   
613.010071, 168.9617, 673.0543, 164.7726, 1   
635.352112, 237.3843, 682.8289, 191.3038, 1   
702.378296, 256.9335, 758.2333, 234.5915, 1   
755.440674, 290.4466, 798.7283, 247.1589, 1   
781.971863, 336.5271, 840.6197, 333.7344, 1   
673.054321, 410.5352, 742.8732, 397.9678, 1   
787.557373, 456.6156, 854.5834, 455.2193, 1   
777.782715, 516.6599, 844.7292, 515.5553, 1   
744.269592, 619.9919, 788.9537, 659.0905, 1   
755.440674, 699.5855, 819.6740, 699.5855, 1   
742.873230, 751.2515, 804.1461, 751.5384, 1   
661.883301, 793.1428, 689.9122, 843.2261, 0   
751.251526, 890.8893, 802.9174, 851.7907, 1   
815.484924, 890.8893, 865.7545, 854.5834, 1   
906.249512, 895.0784, 955.1227, 855.9798, 1   
1006.78875, 897.8712, 1041.698, 847.6016, 1   
1217.64184, 71.21529, 1222.001, 126.2584, 0   
1256.74047, 160.5834, 1307.010, 124.2776, 1   
1266.51513, 203.8712, 1327.955, 202.4748, 1   
1280.47888, 268.1046, 1339.126, 268.1046, 1   
1131.06640, 107.5211, 1172.400, 138.2830, 0   
1112.91345, 152.2052, 1137.829, 199.9092, 0   
1017.95977, 196.8893, 1054.265, 242.9698, 0   
964.975403, 251.0138, 1019.086, 288.5907, 0   
955.956909, 339.6953, 1014.576, 335.1861, 0   
993.533813, 389.2969, 1045.887, 418.9134, 0   
957.460022, 462.9476, 1017.583, 456.9353, 0   
996.539978, 499.0215, 1050.650, 529.0830, 0   
1005.39233, 566.9295, 1041.698, 601.8390, 0   
997.014099, 688.4144, 1044.490, 660.4869, 0   
1001.04919, 741.0169, 1055.661, 719.1348, 0   
1198.09252, 784.7645, 1199.455, 867.2753, 1   
1273.49694, 786.1609, 1367.054, 781.9718, 1   
1255.34411, 692.6036, 1350.297, 694.0000, 1   
182.925552, 378.4185, 142.4305, 321.1669, 1   
266.708252, 449.6338, 325.3561, 448.2374, 1   
58.647888 , 168.9617, 62.83702, 238.7806, 1   


filename=: 117.jpg,  aircraft number=: 48 
x-pos         , y-pos         , x-pos         , y-pos         , direction
964.897400, 149.4124, 949.5372, 219.2313, 0   
1089.17504, 216.4386, 1122.688, 251.3480, 0   
740.080505, 74.00804, 731.7022, 136.8450, 0   
483.146881, 210.8531, 548.7766, 222.0241, 0   
509.678070, 304.4104, 565.1569, 264.5415, 0   
606.028198, 296.0321, 580.1876, 359.2353, 1   
645.126770, 374.2293, 674.4506, 309.9959, 0   
818.277649, 375.6257, 798.7283, 431.4808, 1   
861.565369, 462.2012, 886.7001, 382.6076, 0   
1015.16699, 435.6700, 994.2213, 497.1106, 1   
1115.70629, 582.2897, 1121.291, 477.5613, 0   
289.050293, 321.1669, 322.5633, 350.4909, 0   
360.265594, 291.8430, 363.0583, 333.7344, 0   
390.985931, 365.8511, 428.6881, 339.3199, 1   
402.156952, 397.9678, 444.0482, 397.9678, 1   
409.138824, 449.6338, 452.4265, 449.6338, 1   
728.909485, 579.4970, 774.9899, 523.6418, 1   
797.331970, 618.5955, 837.8269, 555.7585, 1   
868.778442, 668.8692, 916.0241, 614.4064, 1   
565.533203, 675.8471, 626.9738, 649.3159, 0   
571.118713, 717.7384, 631.1629, 730.3058, 0   
613.255371, 850.7415, 684.2253, 842.0161, 0   
661.883301, 906.2495, 731.7022, 909.0422, 0   
864.269226, 952.9507, 927.3984, 912.3676, 0   
273.690155, 357.4728, 298.8249, 395.1750, 0   
202.474854, 395.1750, 231.4738, 428.3769, 0   
168.961777, 441.2555, 208.0603, 467.7867, 0   
152.205231, 504.0925, 202.4748, 502.6961, 0   
189.907440, 543.1911, 222.0241, 566.9295, 0   
154.997986, 600.4426, 201.0784, 599.0462, 0   
185.718307, 633.9557, 226.9646, 653.8384, 0   
194.096588, 682.8289, 219.4492, 710.9553, 0   
15.360161 , 502.6961, 61.44064, 502.6961, 1   
23.738430 , 597.6499, 68.42253, 594.8571, 1   
13.963783 , 645.1267, 62.83702, 645.1267, 1   
4.189135  , 784.7645, 48.87324, 786.1609, 1   
3.006154  , 930.4046, 34.90945, 906.2495, 1   
46.080482 , 934.1770, 83.78270, 910.4386, 1   
117.295776, 943.9517, 154.9979, 909.0422, 1   
196.903076, 942.4291, 223.4205, 903.4567, 1   
343.509064, 854.5834, 344.9054, 921.6096, 1   
402.156952, 853.1871, 477.5613, 853.1871, 1   
390.985931, 781.9718, 463.5975, 783.3682, 1   
187.114685, 821.0704, 231.7987, 802.9174, 0   
184.321930, 780.5754, 226.2132, 755.4406, 0   
22.342052 , 756.8370, 0.000000, 731.7022, 0   
32.116699 , 432.8772, 4.189135, 460.8048, 0   
32.116699 , 829.4486, 2.792757, 829.4486, 0   


filename=: 118.jpg,  aircraft number=: 51 
x-pos         , y-pos         , x-pos         , y-pos         , direction
156.394363, 92.16096, 141.0342, 156.3943, 1   
65.629776 , 304.4104, 99.14286, 354.6800, 1   
145.223343, 280.6720, 160.5834, 328.1488, 1   
215.042252, 237.3843, 240.1770, 301.6177, 1   
304.410461, 233.1951, 307.2032, 287.6539, 1   
370.040253, 187.1146, 390.9859, 235.9879, 1   
441.255524, 163.3762, 458.4384, 207.4246, 1   
509.678070, 154.9979, 526.4346, 198.2857, 1   
208.060364, 435.6700, 223.9584, 499.0215, 0   
248.555328, 410.5352, 276.5661, 459.9415, 0   
379.814880, 364.4547, 411.9315, 416.1207, 0   
497.110657, 473.3722, 545.9838, 474.7686, 1   
481.750519, 551.5693, 547.3803, 557.1549, 1   
495.714294, 691.2072, 532.0201, 728.9094, 1   
463.597595, 826.6559, 520.8491, 797.3319, 1   
533.416504, 844.8088, 565.5332, 801.5211, 1   
642.333984, 795.9356, 617.1992, 844.8088, 0   
698.189148, 805.7102, 721.4769, 843.2261, 0   
682.828979, 759.6297, 734.4949, 780.5754, 0   
652.108643, 726.1166, 697.4276, 719.9738, 0   
677.243469, 601.8390, 731.7022, 608.8209, 0   
677.243469, 568.3259, 727.5130, 544.5875, 0   
663.279663, 495.7142, 724.7203, 497.1106, 0   
676.384583, 363.7445, 730.3058, 382.6076, 0   
640.937622, 340.7163, 692.6036, 325.3561, 0   
638.807678, 260.0323, 694.4215, 276.5661, 0   
705.171021, 154.9979, 741.0169, 183.3753, 0   
735.891357, 104.7283, 770.8007, 139.6378, 0   
826.692322, 279.5722, 862.9617, 247.1589, 1   
871.340027, 342.1126, 871.7846, 395.3092, 1   
929.987915, 328.1488, 971.8792, 293.2394, 1   
932.780701, 424.4989, 988.6358, 423.1026, 1   
872.736450, 463.5975, 870.2815, 520.0646, 1   
942.555359, 590.6680, 995.6177, 590.6680, 1   
934.177063, 696.7927, 985.8430, 696.7927, 1   
867.150940, 821.0704, 868.5473, 869.9436, 1   
925.798828, 798.7283, 973.2756, 784.7645, 1   
927.195190, 868.5473, 973.2756, 835.0342, 1   
1075.21130, 839.2233, 1128.273, 857.3762, 1   
1149.21936, 769.4044, 1192.507, 800.1247, 0   
1185.52514, 832.2414, 1153.408, 874.1328, 0   
1249.75854, 700.9818, 1249.758, 755.4406, 1   
1323.76660, 716.3420, 1385.207, 689.8108, 1   
1153.40844, 579.4970, 1196.696, 619.9919, 0   
1200.88537, 492.9215, 1248.362, 484.5432, 0   
1131.06640, 304.4104, 1169.393, 329.1738, 0   
1160.39038, 247.1589, 1196.696, 286.2575, 0   
1246.05078, 196.9030, 1280.478, 258.3299, 0   
1263.72229, 164.7726, 1311.199, 203.8712, 0   
1354.48693, 188.5110, 1343.315, 132.6559, 1   
726.116699, 448.2374, 681.4326, 428.6881, 1   


filename=: 119.jpg,  aircraft number=: 66 
x-pos         , y-pos         , x-pos         , y-pos         , direction
242.969818, 182.9255, 276.4829, 159.1871, 1   
312.788727, 182.9255, 337.9235, 149.4124, 1   
114.503021, 263.9154, 101.9356, 316.9778, 1   
45.092308 , 419.3584, 70.64461, 458.4384, 1   
148.804611, 514.0523, 159.3261, 574.1753, 0   
204.418457, 550.1261, 183.3753, 503.5307, 1   
159.187119, 374.2293, 175.9436, 421.7062, 1   
229.006042, 416.1207, 224.8169, 371.4366, 0   
282.578461, 467.4569, 309.6338, 512.5492, 0   
276.566162, 335.1861, 293.1000, 371.2600, 1   
346.301819, 356.0764, 329.5452, 316.9778, 0   
379.814880, 311.3923, 392.3030, 339.6953, 1   
478.957764, 452.4265, 520.8491, 439.8591, 0   
478.957764, 392.3822, 523.6418, 407.7424, 0   
529.227356, 311.3923, 555.7585, 336.5271, 0   
551.569397, 272.2937, 579.4970, 303.0140, 0   
652.108643, 453.8229, 652.3353, 497.5184, 1   
508.281708, 473.3722, 547.3803, 484.5432, 0   
368.643860, 552.9658, 406.3460, 554.3621, 1   
357.472839, 608.8209, 399.8184, 614.7584, 1   
366.750763, 712.4584, 401.3215, 744.0230, 1   
347.698181, 818.2776, 395.1750, 793.1428, 1   
460.804840, 832.2414, 481.7505, 793.1428, 1   
509.543060, 765.0661, 550.1261, 781.5999, 0   
523.641846, 802.9174, 545.6169, 834.2077, 0   
653.505005, 543.1911, 654.9014, 592.0643, 1   
703.774658, 640.9376, 745.6660, 638.1448, 1   
695.396362, 720.5311, 740.0805, 720.5311, 1   
652.108643, 812.6921, 655.3415, 852.2446, 1   
694.421509, 801.1400, 728.9094, 786.1609, 1   
695.396362, 848.9979, 730.3058, 825.2595, 1   
807.106628, 829.4486, 848.9979, 843.4124, 1   
865.754517, 855.9798, 892.2857, 822.4667, 1   
858.256897, 772.5815, 894.3307, 796.6307, 0   
936.969849, 719.1348, 936.4169, 760.5569, 1   
867.150940, 633.9557, 897.3369, 656.8446, 0   
895.833862, 568.1630, 937.9199, 556.1384, 0   
843.412476, 418.9134, 875.5291, 442.6519, 0   
871.784607, 378.7753, 900.3430, 411.8430, 0   
938.366211, 353.2836, 961.9692, 390.7999, 0   
942.429199, 317.1492, 984.5153, 345.7077, 0   
1016.08001, 335.1861, 1009.581, 294.6358, 1   
1034.71630, 361.6619, 1071.022, 335.1307, 1   
1045.88732, 389.5895, 1087.778, 388.1931, 1   
1040.30175, 469.1831, 1082.215, 479.4815, 1   
1047.28369, 529.2273, 1100.346, 534.8128, 1   
997.014099, 735.8913, 1043.094, 712.1528, 1   
1047.28369, 850.3943, 1093.364, 819.6740, 1   
1330.74853, 547.3803, 1361.468, 502.6961, 1   
1188.93383, 667.3661, 1247.553, 679.3907, 0   
1231.02002, 778.5938, 1286.064, 768.0080, 0   
1332.14489, 723.3239, 1367.800, 772.5815, 1   
1327.95568, 393.7786, 1353.090, 339.3199, 0   
1267.91149, 185.7183, 1266.515, 149.4124, 1   
1300.02819, 107.5211, 1301.424, 145.2233, 0   
1337.73034, 146.6197, 1347.505, 111.7102, 1   
619.991943, 409.1388, 647.9194, 379.8148, 1   
698.189148, 445.4446, 728.9094, 417.5171, 1   
497.518463, 571.1692, 537.6056, 568.3259, 0   
512.549255, 515.5553, 542.6107, 527.5800, 0   
506.885315, 625.5774, 541.7948, 608.8209, 0   
695.924622, 517.0584, 740.0805, 515.2636, 1   
487.336029, 741.4768, 523.6418, 740.0805, 0   
506.536926, 644.8200, 541.1076, 656.8446, 0   
117.295776, 441.2555, 106.1247, 406.3460, 0   
423.102631, 797.3319, 402.1569, 830.8450, 0   


filename=: 120.jpg,  aircraft number=: 28 
x-pos         , y-pos         , x-pos         , y-pos         , direction
15.030769 , 347.2107, 13.96378, 262.5191, 0   
69.818916 , 328.1488, 134.0523, 244.3661, 0   
156.394363, 351.8873, 196.8893, 328.1488, 0   
132.655930, 410.5352, 235.9830, 443.4076, 0   
132.270767, 545.6169, 241.5734, 544.5875, 0   
804.313904, 247.1589, 789.1153, 300.6153, 1   
713.961548, 278.0692, 719.9738, 330.6769, 1   
832.241455, 396.5714, 886.8153, 324.6646, 0   
948.441528, 183.3753, 991.4285, 237.3843, 0   
1031.92358, 195.4929, 1086.382, 177.3400, 1   
1223.22741, 139.6378, 1273.496, 103.3319, 0   
1277.68615, 241.5734, 1326.559, 216.4386, 0   
1224.62377, 420.3098, 1290.253, 423.1026, 0   
1244.17309, 474.7686, 1288.857, 481.7505, 0   
964.897400, 458.0120, 998.4104, 411.9315, 0   
1002.59960, 564.1368, 978.8611, 624.1810, 0   
1244.17309, 565.5332, 1290.253, 565.5332, 0   
1268.59692, 613.2553, 1298.631, 592.0643, 0   
1312.59558, 615.8027, 1327.216, 658.3477, 1   
1346.10864, 603.2354, 1378.321, 626.7830, 1   
1069.62573, 770.8007, 1069.625, 809.8994, 1   
998.410461, 815.4849, 988.6358, 851.7907, 1   
1037.50903, 848.9979, 1034.716, 815.4849, 0   
1083.58960, 279.2756, 1133.859, 283.4647, 1   
643.730408, 617.1992, 682.8289, 629.7666, 1   
936.969849, 762.4225, 910.4386, 795.9356, 1   
1368.45068, 559.9476, 1386.603, 587.8752, 1   
1383.81091, 230.4024, 1382.414, 191.3038, 0   


filename=: 121.jpg,  aircraft number=: 22 
x-pos         , y-pos         , x-pos         , y-pos         , direction
611.613708, 76.80080, 660.4869, 94.95372, 0   
601.839050, 149.4124, 658.3477, 159.3261, 0   
590.668030, 231.7987, 637.3046, 237.4861, 0   
578.100586, 314.1851, 631.1629, 321.1669, 0   
564.136841, 375.6257, 617.7645, 383.2846, 0   
526.076904, 565.1569, 598.2246, 577.1815, 0   
508.040009, 655.3415, 614.7584, 676.3845, 0   
459.408447, 717.7384, 458.0120, 759.6297, 0   
399.818451, 793.6246, 400.7605, 747.0623, 1   
337.923553, 745.6660, 339.6953, 792.1215, 0   
219.231384, 804.3139, 220.6277, 763.8189, 1   
855.979858, 198.2857, 922.8892, 205.9215, 1   
1024.94165, 238.7806, 1125.480, 251.3480, 0   
1016.56341, 322.5633, 1106.264, 357.7323, 0   
909.042236, 900.6640, 952.3299, 900.6640, 1   
873.287659, 691.4154, 899.2676, 646.5231, 1   
946.938477, 650.8322, 948.4415, 601.2307, 1   
981.509216, 429.8800, 1034.716, 459.4084, 0   
836.430603, 378.4185, 897.8712, 388.1931, 1   
823.863159, 453.8229, 870.2815, 459.9415, 1   
808.503052, 583.6860, 855.9798, 585.0825, 1   
821.070435, 656.2977, 855.9798, 624.1810, 1   


filename=: 122.jpg,  aircraft number=: 23 
x-pos         , y-pos         , x-pos         , y-pos         , direction
55.855133 , 99.14286, 57.25151, 150.8088, 0   
61.440643 , 238.7806, 82.66922, 284.0815, 0   
15.360161 , 241.5734, 16.53384, 284.0815, 0   
174.356918, 220.9523, 192.3938, 276.5661, 0   
248.007690, 276.5661, 248.0076, 222.4553, 1   
357.472839, 92.16096, 356.0764, 136.8450, 1   
438.462769, 142.4305, 470.5794, 108.9175, 0   
111.710266, 473.3722, 154.9979, 458.0120, 0   
283.464783, 444.0482, 321.6584, 500.5245, 1   
369.756927, 494.5122, 367.2474, 431.4808, 0   
408.836914, 500.5245, 437.0664, 456.6156, 0   
466.390350, 389.5895, 498.5070, 361.6619, 1   
488.732391, 580.8933, 478.9577, 628.3702, 0   
526.434631, 639.5412, 551.5693, 604.6317, 1   
276.482910, 600.4426, 340.7163, 579.4970, 1   
513.867188, 721.9275, 525.0382, 755.4406, 1   
518.056335, 840.6197, 551.5693, 881.1146, 0   
825.259583, 148.0160, 825.1892, 190.8907, 1   
895.833862, 195.3999, 893.6821, 145.2233, 0   
1041.69824, 143.8269, 1043.094, 195.4929, 1   
1124.30151, 193.8969, 1122.688, 135.4487, 0   
999.806824, 909.0422, 1043.094, 910.4386, 0   
32.116699 , 781.9718, 2.792757, 781.9718, 1   


filename=: 123.jpg,  aircraft number=: 23 
x-pos         , y-pos         , x-pos         , y-pos         , direction
481.750519, 231.7987, 544.5875, 244.3661, 1   
1115.70629, 60.04426, 1145.344, 88.68154, 0   
1175.75048, 60.04426, 1202.461, 87.17845, 0   
1234.39843, 62.83702, 1262.584, 91.68769, 0   
1295.83898, 64.23339, 1325.162, 92.16096, 0   
1189.71423, 290.4466, 1248.362, 290.4466, 0   
1184.12878, 360.2655, 1250.559, 360.7384, 0   
1163.38147, 520.0646, 1238.535, 520.0646, 0   
1160.39038, 593.4607, 1237.191, 593.4607, 0   
953.726379, 580.8933, 998.0430, 619.2677, 1   
723.323975, 579.4970, 786.1609, 544.5875, 0   
853.187134, 657.6941, 830.8450, 707.9638, 0   
879.718323, 730.3058, 919.8830, 763.5630, 1   
924.402405, 671.6579, 946.9384, 719.9738, 1   
712.152893, 643.7304, 773.5935, 650.7122, 0   
534.812866, 770.8007, 586.4788, 786.1609, 1   
368.253845, 816.1707, 417.5171, 808.5030, 0   
387.793854, 885.3123, 434.2736, 867.1509, 0   
296.032196, 668.8651, 346.3018, 653.5050, 0   
157.790741, 463.5975, 148.0160, 360.2655, 0   
1019.08612, 450.9230, 1073.196, 431.3830, 1   
1011.57074, 368.2538, 1074.699, 368.2538, 1   
883.907471, 182.9255, 879.7183, 249.9517, 1   


filename=: 124.jpg,  aircraft number=: 21 
x-pos         , y-pos         , x-pos         , y-pos         , direction
389.296906, 511.0461, 414.7243, 453.8229, 1   
611.613708, 613.0100, 659.0905, 596.2535, 0   
392.382294, 843.4124, 368.6438, 886.7001, 0   
300.221344, 854.5834, 314.1851, 816.8812, 1   
793.624634, 100.7061, 808.5030, 60.04426, 1   
1125.48083, 108.9175, 1125.480, 191.3038, 0   
950.933594, 308.5996, 1019.356, 270.8974, 0   
823.863159, 265.3118, 832.2414, 316.9778, 1   
727.513062, 312.7887, 777.7827, 342.1126, 1   
749.855164, 411.9315, 801.5211, 409.1388, 1   
758.233398, 499.9034, 805.6492, 511.0461, 1   
744.269592, 552.9658, 774.9899, 587.8752, 1   
893.682129, 504.0925, 955.1227, 519.4526, 0   
934.177063, 423.1026, 977.0000, 458.4384, 0   
941.158936, 371.4366, 1017.959, 379.8148, 0   
1174.35412, 308.5996, 1223.227, 349.0945, 1   
1238.58752, 96.35009, 1298.631, 99.14286, 1   
1145.03015, 386.7967, 1172.957, 444.0482, 1   
1064.04028, 509.6780, 1103.138, 552.9658, 1   
1037.50903, 575.3078, 1079.400, 607.4245, 1   
1242.77661, 23.73843, 1302.820, 12.56740, 1   


filename=: 125.jpg,  aircraft number=: 68 
x-pos         , y-pos         , x-pos         , y-pos         , direction
280.672028, 149.4124, 269.5010, 227.6096, 1   
358.869232, 219.2313, 382.6076, 159.1871, 0   
471.975861, 149.4124, 451.0301, 227.6096, 1   
551.569397, 217.8350, 572.5150, 168.9617, 0   
939.423096, 159.3261, 911.8350, 233.1951, 0   
840.219971, 323.1615, 825.1892, 383.2846, 0   
920.213257, 395.1750, 934.1770, 309.9959, 1   
770.800781, 305.8068, 741.4768, 377.0221, 0   
554.635376, 372.7630, 561.3440, 305.8068, 1   
173.150909, 157.7907, 150.8088, 203.8712, 1   
187.114685, 209.4567, 217.8350, 180.1327, 0   
136.845078, 326.7525, 135.4487, 372.8330, 0   
291.843048, 367.2474, 293.2394, 321.1669, 1   
37.702213 , 606.0281, 53.06237, 673.0543, 1   
43.589230 , 728.9923, 40.58307, 804.1461, 0   
150.307693, 784.6061, 161.9798, 749.8551, 1   
168.961777, 610.2172, 184.3219, 671.6579, 1   
201.078476, 742.8732, 195.3999, 787.6123, 0   
248.555328, 786.1609, 246.5046, 742.5200, 1   
286.257538, 673.0543, 283.4647, 607.4245, 0   
356.076447, 610.2172, 364.4547, 680.0361, 1   
339.319916, 777.7827, 340.7163, 812.6921, 0   
283.464783, 874.1328, 329.5452, 872.7364, 1   
438.898468, 798.1338, 444.9107, 738.0107, 1   
390.799988, 790.6184, 381.7815, 756.0476, 1   
432.877258, 678.6398, 444.0482, 610.2172, 0   
519.452698, 611.6137, 536.2092, 678.6398, 1   
543.191162, 748.4587, 541.7948, 804.3139, 0   
698.189148, 681.4326, 678.6398, 614.4064, 0   
752.647888, 628.3702, 752.6478, 668.8651, 1   
744.023071, 777.0907, 742.5200, 819.1769, 0   
776.386353, 794.5392, 766.6116, 758.2333, 1   
819.674072, 681.4326, 819.6740, 625.5774, 0   
886.700195, 629.7666, 858.7726, 687.0181, 1   
892.285706, 794.5392, 878.3219, 761.0261, 1   
967.690125, 752.6478, 949.5372, 822.4667, 0   
1027.73437, 633.9557, 1023.545, 677.2434, 1   
1065.68151, 682.3969, 1100.252, 616.2615, 0   
1026.33801, 759.6297, 1037.123, 816.1707, 0   
1106.26464, 814.6676, 1135.255, 748.4587, 1   
1157.59753, 678.6398, 1177.146, 619.9919, 0   
1251.15490, 618.5955, 1227.416, 685.6217, 1   
1341.91955, 621.3883, 1307.010, 675.8471, 1   
1277.68615, 748.4587, 1250.559, 822.1830, 0   
1340.52319, 814.0885, 1322.370, 755.4406, 1   
1185.92773, 807.1522, 1188.933, 741.0169, 1   
1196.69616, 375.6257, 1209.263, 409.1388, 0   
1290.25354, 378.4185, 1288.857, 409.1388, 0   
1304.21728, 358.8692, 1324.210, 383.2846, 0   
1118.49902, 127.0704, 1103.138, 164.7726, 1   
1161.78674, 111.7102, 1169.393, 139.7861, 1   
1304.21728, 248.5553, 1332.144, 220.6277, 0   
1307.01001, 198.2857, 1327.955, 173.1509, 0   
1288.85717, 182.9255, 1293.046, 143.8269, 0   
1097.55334, 372.8330, 1104.535, 403.5533, 0   
1164.57946, 357.4728, 1179.939, 335.1307, 1   
1158.99401, 323.9597, 1177.146, 308.5996, 1   
1259.53320, 322.5633, 1276.289, 311.3923, 1   
1276.28979, 248.5553, 1256.740, 234.5915, 0   
1280.47888, 219.2313, 1262.325, 195.4929, 0   
1199.48889, 178.7364, 1212.056, 146.6197, 0   
1101.74243, 219.2313, 1121.291, 191.3038, 0   
1179.93969, 220.6277, 1160.390, 195.4929, 0   
1104.53527, 248.5553, 1125.480, 230.4024, 0   
1177.14685, 247.1589, 1160.390, 234.5915, 0   
1080.79675, 215.0422, 1065.436, 198.2857, 0   
1080.79675, 375.6257, 1071.022, 403.5533, 0   
47.476860 , 346.3018, 47.47686, 316.9778, 1   


filename=: 126.jpg,  aircraft number=: 23 
x-pos         , y-pos         , x-pos         , y-pos         , direction
478.957764, 157.7907, 463.5975, 224.8169, 1   
1126.87731, 191.3038, 1111.517, 217.8350, 1   
